boat.png,cameraman.png,lena.png,montage.png,barbara.png,Lenacolor.png,house.png,fingerprint.png,man.png,pepperscolor.png,hill.png,peppers256.png,couple.png
32.67411860059282,30.949618392029716,35.58839253698879,35.498850846723975,33.27793767929548,35.82579780034698,44.3010065084932,32.223511583204726,33.46124336069567,33.069062491507026,33.14717939932711,41.63863826178637,32.282398932957676
